index,ref_authors_full,ref_authors_affils,pred,gt,query
96,Sunil Rao,"Cardiovascular Division, Washington University School of Medicine, St Louis, MO 63110, USA.",M,M,"https://www.google.com/search?q=Sunil+Rao+.homepage.Cardiovascular+Division,+Washington+University+School+of+Medicine,+St+Louis,+MO+63110,+USA."
19,Flavia Machado,"Cooper University Hospital, Camden, New Jersey, USA. Dellinger-Phil@CooperHealth.edu",F,F,"https://www.google.com/search?q=Flavia+Machado+.homepage.Cooper+University+Hospital,+Camden,+New+Jersey,+USA.+Dellinger-Phil@CooperHealth.edu"
5,Mel Herbert,"UCLA Emergency Medicine Center, UCLA School of Medicine, Los Angeles, CA 90024, USA. wmower@ucla.edu",M,M,"https://www.google.com/search?q=Mel+Herbert+.homepage.UCLA+Emergency+Medicine+Center,+UCLA+School+of+Medicine,+Los+Angeles,+CA+90024,+USA.+wmower@ucla.edu"
217,Ilka Boin,"National Cancer Institute, Milan, Italy.",F,F,"https://www.google.com/search?q=Ilka+Boin+.homepage.National+Cancer+Institute,+Milan,+Italy."
231,Hans-Peter Dienes,"Department of Medicine, University Medical Centre Hamburg Eppendorf, Germany.",M,X,"https://www.google.com/search?q=Hans-Peter+Dienes+.homepage.Department+of+Medicine,+University+Medical+Centre+Hamburg+Eppendorf,+Germany."
35,Ann Steinmetz,"Strong Memorial Hospital, Rochester, New York, USA.",F,F,"https://www.google.com/search?q=Ann+Steinmetz+.homepage.Strong+Memorial+Hospital,+Rochester,+New+York,+USA."
198,Antoni Serrat,"Department of Anesthesiology, Hospital Universitari Germans Trias i Pujol, Universitat Autònoma de Barcelona, Badalona, Spain. jcanet.germanstrias@gencat.cat",M,X,"https://www.google.com/search?q=Antoni+Serrat+.homepage.Department+of+Anesthesiology,+Hospital+Universitari+Germans+Trias+i+Pujol,+Universitat+Autònoma+de+Barcelona,+Badalona,+Spain.+jcanet.germanstrias@gencat.cat"
82,Lama Alameddine,"Department of Neurology, University of California, San Francisco, San Francisco, California.",F,F,"https://www.google.com/search?q=Lama+Alameddine+.homepage.Department+of+Neurology,+University+of+California,+San+Francisco,+San+Francisco,+California."
208,Ron Pisters,"Department of Cardiology, Maastricht University Medical Centre, Maastricht, The Netherlands.",M,X,"https://www.google.com/search?q=Ron+Pisters+.homepage.Department+of+Cardiology,+Maastricht+University+Medical+Centre,+Maastricht,+The+Netherlands."
34,Ashira Johnson,"University of California Davis Medical Center, Sacramento, CA, USA. sweiss52@aol.com",F,X,"https://www.google.com/search?q=Ashira+Johnson+.homepage.University+of+California+Davis+Medical+Center,+Sacramento,+CA,+USA.+sweiss52@aol.com"
101,Russell Wiesner,"Division of Gastroenterology and Hepatology, Mayo Clinic College of Medicine, Rochester, MN 55905, USA. kim.ray@mayo.edu",M,X,"https://www.google.com/search?q=Russell+Wiesner+.homepage.Division+of+Gastroenterology+and+Hepatology,+Mayo+Clinic+College+of+Medicine,+Rochester,+MN+55905,+USA.+kim.ray@mayo.edu"
198,Nuria Guilera,"Department of Anesthesiology, Hospital Universitari Germans Trias i Pujol, Universitat Autònoma de Barcelona, Badalona, Spain. jcanet.germanstrias@gencat.cat",F,F,"https://www.google.com/search?q=Nuria+Guilera+.homepage.Department+of+Anesthesiology,+Hospital+Universitari+Germans+Trias+i+Pujol,+Universitat+Autònoma+de+Barcelona,+Badalona,+Spain.+jcanet.germanstrias@gencat.cat"
256,William Bamlet,"Division of Critical Care Neurology, Mayo Clinic College of Medicine, Rochester, MN 55905, USA. wijde@mayo.edu",M,X,"https://www.google.com/search?q=William+Bamlet+.homepage.Division+of+Critical+Care+Neurology,+Mayo+Clinic+College+of+Medicine,+Rochester,+MN+55905,+USA.+wijde@mayo.edu"
229,Lindsay Grayson,"Departments of 1Infectious Diseases and 2Respiratory and Sleep Medicine, Austin Health, Heidelberg, VIC 3084, Australia. patrick.charles@austin.org.au",F,M,"https://www.google.com/search?q=Lindsay+Grayson+.homepage.Departments+of+1Infectious+Diseases+and+2Respiratory+and+Sleep+Medicine,+Austin+Health,+Heidelberg,+VIC+3084,+Australia.+patrick.charles@austin.org.au"
142,Pellegrino Musto,"Antonio Palumbo, Stefania Oliva, Simona Caltagirone, Sara Bringhen, and Francesca Gay, University of Torino, Azienda Ospedaliero-Universitaria Città della Salute della Salute e della Scienza di Torino; Roberto Passera, University of Torino, Torino; Massimo Offidani, Clinica di Ematologia, AUO Ospedali Riuniti di Ancona, Ancona; Pellegrino Musto, Istituto di Ricovero e Cura a Carattere Scientifico, Referral Cancer Center of Basilicata, Rionero in Vulture; Maria T. Petrucci, Sapienza University of Rome, Rome; Elena Zamagni and Michele Cavo, Istituto di Ematologia Seragnoli, Università di Bologna, Bologna, Italy; Hervé Avet-Loiseau and Michel Attal, Institut Claudius Regaud, L'Institut Universitaire du Cancer de Toulouse-Oncopole, Toulouse; Thierry Facon, Service des Maladies du Sang, Hôpital Claude Huriez, Centre Hospitalier Regionale et Universitaire Lille, Lille; Philippe Moreau, University Hospital Hotel-Dieu, Nantes, France; Henk M. Lokhorst, VU University Medical Center, Amsterdam; Pieter Sonneveld, Erasmus MC, Rotterdam, the Netherlands; Hartmut Goldschmidt, University Hospital and National Center for Tumor Diseases Heidelberg, Heidelberg, Germany; Laura Rosinol, Hospital Clínic, Institut Clínic d'Investigacions Biomèdiques Ausgust Pi i Sunyer, Barcelona; Juan José Lahuerta, Hospital Universitario 12 de Octubre, Madrid; Jésus San Miguel, Clínica Universidad de Navarra, Centro de Investigaciones Médicas Aplicadas, IDISNA, Pamplona, Spain; Paul Richardson and Kenneth C. Anderson, Jerome Lipper Multiple Myeloma Center, Dana-Farber Cancer Institute, Boston, MA; Shaji Kumar and S. Vincent Rajkumar, Mayo Clinic, Rochester, MN; Sagar Lonial, Winship Cancer Institute, Emory University, Atlanta, GA; Robert Z. Orlowski, The University of Texas MD Anderson Comprehensive Cancer Center, Houston, TX; Gareth Morgan, Myeloma Institutes for Research Therapy, University of Arkansas for Medical Sciences, Little Rock, AR; Brian G.M. Durie, Cedars-Sinai Comprehensive Canc",M,X,"https://www.google.com/search?q=Pellegrino+Musto+.homepage.Antonio+Palumbo,+Stefania+Oliva,+Simona+Caltagirone,+Sara+Bringhen,+and+Francesca+Gay,+University+of+Torino,+Azienda+Ospedaliero-Universitaria+Città+della+Salute+della+Salute+e+della+Scienza+di+Torino;+Roberto+Passera,+University+of+Torino,+Torino;+Massimo+Offidani,+Clinica+di+Ematologia,+AUO+Ospedali+Riuniti+di+Ancona,+Ancona;+Pellegrino+Musto,+Istituto+di+Ricovero+e+Cura+a+Carattere+Scientifico,+Referral+Cancer+Center+of+Basilicata,+Rionero+in+Vulture;+Maria+T.+Petrucci,+Sapienza+University+of+Rome,+Rome;+Elena+Zamagni+and+Michele+Cavo,+Istituto+di+Ematologia+Seragnoli,+Università+di+Bologna,+Bologna,+Italy;+Hervé+Avet-Loiseau+and+Michel+Attal,+Institut+Claudius+Regaud,+L'Institut+Universitaire+du+Cancer+de+Toulouse-Oncopole,+Toulouse;+Thierry+Facon,+Service+des+Maladies+du+Sang,+Hôpital+Claude+Huriez,+Centre+Hospitalier+Regionale+et+Universitaire+Lille,+Lille;+Philippe+Moreau,+University+Hospital+Hotel-Dieu,+Nantes,+France;+Henk+M.+Lokhorst,+VU+University+Medical+Center,+Amsterdam;+Pieter+Sonneveld,+Erasmus+MC,+Rotterdam,+the+Netherlands;+Hartmut+Goldschmidt,+University+Hospital+and+National+Center+for+Tumor+Diseases+Heidelberg,+Heidelberg,+Germany;+Laura+Rosinol,+Hospital+Clínic,+Institut+Clínic+d'Investigacions+Biomèdiques+Ausgust+Pi+i+Sunyer,+Barcelona;+Juan+José+Lahuerta,+Hospital+Universitario+12+de+Octubre,+Madrid;+Jésus+San+Miguel,+Clínica+Universidad+de+Navarra,+Centro+de+Investigaciones+Médicas+Aplicadas,+IDISNA,+Pamplona,+Spain;+Paul+Richardson+and+Kenneth+C.+Anderson,+Jerome+Lipper+Multiple+Myeloma+Center,+Dana-Farber+Cancer+Institute,+Boston,+MA;+Shaji+Kumar+and+S.+Vincent+Rajkumar,+Mayo+Clinic,+Rochester,+MN;+Sagar+Lonial,+Winship+Cancer+Institute,+Emory+University,+Atlanta,+GA;+Robert+Z.+Orlowski,+The+University+of+Texas+MD+Anderson+Comprehensive+Cancer+Center,+Houston,+TX;+Gareth+Morgan,+Myeloma+Institutes+for+Research+Therapy,+University+of+Arkansas+for+Medical+Sciences,+Little+Rock,+AR;+Brian+G.M.+Durie,+Cedars-Sinai+Comprehensive+Canc"
147,Kelsey Hills-Evans,"Psychiatry, Internal Medicine, Surgery, & Emergency Medicine, Stanford University School of Medicine, Stanford, CA, USA. Electronic address: jrm@stanford.edu.",F,F,"https://www.google.com/search?q=Kelsey+Hills-Evans+.homepage.Psychiatry,+Internal+Medicine,+Surgery,+&+Emergency+Medicine,+Stanford+University+School+of+Medicine,+Stanford,+CA,+USA.+Electronic+address:+jrm@stanford.edu."
63,Igor Puzanov,"Julie R. Brahmer, Johns Hopkins Kimmel Cancer Center; Jennifer S. Mammen, Johns Hopkins University, Baltimore, MD; Christina Lacchetti, American Society of Clinical Oncology, Alexandria; Alexander Spira, Virginia Cancer Specialists and US Oncology Research, Fairfax, VA; Bryan J. Schneider, University of Michigan Health System, Ann Arbor, MI; Michael B. Atkins, Georgetown Lombardi Comprehensive Cancer Center; Cristina A. Reichner, Georgetown University; Laura D. Porter, Colon Cancer Alliance; Washington, DC; Kelly J. Brassil, Aung Naing, Loretta J. Nastoupil, Maria E. Suarez-Almazor, and Yinghong Wang, MD Anderson Cancer Center, Houston, TX; Jeffrey M. Caterino, The Ohio State University Wexner Medical Center, Columbus, OH; Ian Chau, The Royal Marsden Hospital and Institute of Cancer Research, London and Surrey, United Kingdom; Marc S. Ernstoff and Igor Puzanov, Roswell Park Cancer Institute, Buffalo; Bianca D. Santomasso and Jedd D. Wolchok, Memorial Sloan Kettering Cancer Center; Jeffrey S. Weber, New York University Langone Medical Center, New York, NY; Pamela Ginex, Oncology Nursing Society, Pittsburgh, PA; Jennifer M. Gardner, Seattle Cancer Care Alliance and University of Washington, Seattle, WA; Sigrun Hallmeyer, Oncology Specialists SC, Park Ridge, IL; Jennifer Holter Chakrabarty, University of Oklahoma, Stephenson Cancer Center, Oklahoma City, OK; Natasha B. Leighl, Princess Margaret Cancer Centre, Toronto, Ontario, Canada; David F. McDermott, Beth Israel Deaconess Medical Center; Carole Seigel, Massachusetts General Hospital Cancer Center, Boston, MA; John A. Thompson, Seattle Cancer Care Alliance, University of Washington, and the Fred Hutchinson Cancer Research Center, Seattle, WA; and Tanyanika Phillips, CHRISTUS St Frances Cabrini Cancer Center, Alexandria, LA.",M,X,"https://www.google.com/search?q=Igor+Puzanov+.homepage.Julie+R.+Brahmer,+Johns+Hopkins+Kimmel+Cancer+Center;+Jennifer+S.+Mammen,+Johns+Hopkins+University,+Baltimore,+MD;+Christina+Lacchetti,+American+Society+of+Clinical+Oncology,+Alexandria;+Alexander+Spira,+Virginia+Cancer+Specialists+and+US+Oncology+Research,+Fairfax,+VA;+Bryan+J.+Schneider,+University+of+Michigan+Health+System,+Ann+Arbor,+MI;+Michael+B.+Atkins,+Georgetown+Lombardi+Comprehensive+Cancer+Center;+Cristina+A.+Reichner,+Georgetown+University;+Laura+D.+Porter,+Colon+Cancer+Alliance;+Washington,+DC;+Kelly+J.+Brassil,+Aung+Naing,+Loretta+J.+Nastoupil,+Maria+E.+Suarez-Almazor,+and+Yinghong+Wang,+MD+Anderson+Cancer+Center,+Houston,+TX;+Jeffrey+M.+Caterino,+The+Ohio+State+University+Wexner+Medical+Center,+Columbus,+OH;+Ian+Chau,+The+Royal+Marsden+Hospital+and+Institute+of+Cancer+Research,+London+and+Surrey,+United+Kingdom;+Marc+S.+Ernstoff+and+Igor+Puzanov,+Roswell+Park+Cancer+Institute,+Buffalo;+Bianca+D.+Santomasso+and+Jedd+D.+Wolchok,+Memorial+Sloan+Kettering+Cancer+Center;+Jeffrey+S.+Weber,+New+York+University+Langone+Medical+Center,+New+York,+NY;+Pamela+Ginex,+Oncology+Nursing+Society,+Pittsburgh,+PA;+Jennifer+M.+Gardner,+Seattle+Cancer+Care+Alliance+and+University+of+Washington,+Seattle,+WA;+Sigrun+Hallmeyer,+Oncology+Specialists+SC,+Park+Ridge,+IL;+Jennifer+Holter+Chakrabarty,+University+of+Oklahoma,+Stephenson+Cancer+Center,+Oklahoma+City,+OK;+Natasha+B.+Leighl,+Princess+Margaret+Cancer+Centre,+Toronto,+Ontario,+Canada;+David+F.+McDermott,+Beth+Israel+Deaconess+Medical+Center;+Carole+Seigel,+Massachusetts+General+Hospital+Cancer+Center,+Boston,+MA;+John+A.+Thompson,+Seattle+Cancer+Care+Alliance,+University+of+Washington,+and+the+Fred+Hutchinson+Cancer+Research+Center,+Seattle,+WA;+and+Tanyanika+Phillips,+CHRISTUS+St+Frances+Cabrini+Cancer+Center,+Alexandria,+LA."
129,Yvonne Mowery,"Department of Head and Neck Surgery & Communication Sciences, Duke University Medical Center, Durham, NC, USA; Department of Radiation Oncology, Duke University Medical Center, Durham, NC, USA. Electronic address: Yvonne.Mowery@duke.edu.",F,F,"https://www.google.com/search?q=Yvonne+Mowery+.homepage.Department+of+Head+and+Neck+Surgery+&+Communication+Sciences,+Duke+University+Medical+Center,+Durham,+NC,+USA;+Department+of+Radiation+Oncology,+Duke+University+Medical+Center,+Durham,+NC,+USA.+Electronic+address:+Yvonne.Mowery@duke.edu."
19,Steve Webb,"Cooper University Hospital, Camden, New Jersey, USA. Dellinger-Phil@CooperHealth.edu",M,X,"https://www.google.com/search?q=Steve+Webb+.homepage.Cooper+University+Hospital,+Camden,+New+Jersey,+USA.+Dellinger-Phil@CooperHealth.edu"
87,Emily Hopkins,"Department of Emergency Medicine, Denver Health Medical Center, 777 Bannock Street, Mail Code 0108, Denver, CO 80204, USA. jason.haukoos@dhha.org",F,X,"https://www.google.com/search?q=Emily+Hopkins+.homepage.Department+of+Emergency+Medicine,+Denver+Health+Medical+Center,+777+Bannock+Street,+Mail+Code+0108,+Denver,+CO+80204,+USA.+jason.haukoos@dhha.org"
82,John Betjemann,"Department of Neurology, University of California, San Francisco, San Francisco, California.",M,M,"https://www.google.com/search?q=John+Betjemann+.homepage.Department+of+Neurology,+University+of+California,+San+Francisco,+San+Francisco,+California."
198,Elena Hernando,"Department of Anesthesiology, Hospital Universitari Germans Trias i Pujol, Universitat Autònoma de Barcelona, Badalona, Spain. jcanet.germanstrias@gencat.cat",F,X,"https://www.google.com/search?q=Elena+Hernando+.homepage.Department+of+Anesthesiology,+Hospital+Universitari+Germans+Trias+i+Pujol,+Universitat+Autònoma+de+Barcelona,+Badalona,+Spain.+jcanet.germanstrias@gencat.cat"
189,François Guilhot,"Institut für Medizinische Informationsverarbeitung, Biometrie und Epidemiologie, Ludwig-Maximilians-Universität, München, Germany. has@ibe.med.uni-muenchen.de",M,M,"https://www.google.com/search?q=François+Guilhot+.homepage.Institut+für+Medizinische+Informationsverarbeitung,+Biometrie+und+Epidemiologie,+Ludwig-Maximilians-Universität,+München,+Germany.+has@ibe.med.uni-muenchen.de"
93,Susan Furth,"Department of Pediatrics, University of Rochester School of Medicine, Rochester, NY 14642, USA. george_schwartz@urmc.rochester.edu",F,F,"https://www.google.com/search?q=Susan+Furth+.homepage.Department+of+Pediatrics,+University+of+Rochester+School+of+Medicine,+Rochester,+NY+14642,+USA.+george_schwartz@urmc.rochester.edu"
149,Paul Coppo,"Hôpital St. Antoine, AP-HP, and Université Pierre et Marie Curie Paris 6, Paris, France.",M,X,"https://www.google.com/search?q=Paul+Coppo+.homepage.Hôpital+St.+Antoine,+AP-HP,+and+Université+Pierre+et+Marie+Curie+Paris+6,+Paris,+France."
198,Isabel Arias,"Department of Anesthesiology, Hospital Universitari Germans Trias i Pujol, Universitat Autònoma de Barcelona, Badalona, Spain. jcanet.germanstrias@gencat.cat",F,X,"https://www.google.com/search?q=Isabel+Arias+.homepage.Department+of+Anesthesiology,+Hospital+Universitari+Germans+Trias+i+Pujol,+Universitat+Autònoma+de+Barcelona,+Badalona,+Spain.+jcanet.germanstrias@gencat.cat"
